rank,name,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,number_students,student_staff_ratio,intl_students,year,rank_n,overall_score_n,teaching_score_n,research_score_n,citations_score_n,industry_income_score_n,international_outlook_score_n,number_students_n,student_staff_ratio_n,intl_students_n,trend_category
266,University of Essex,44.9,33.7,34.6,39.6,31.0,86.4,12695,0.2,0.39,2013,0.1187,0.4396,0.2787,0.3418,0.3899,0.31,0.8536,0.007,0.022,0.3939,Stable
267,University of Iceland,44.8,11.4,28.0,71.0,74.4,59.9,13960,0.26,0.08,2013,0.1191,0.4385,0.035,0.275,0.7071,0.744,0.5684,0.0076,0.0289,0.0808,Stable
268,University of Kiel,44.8,32.1,27.0,62.5,35.6,44.6,24444,0.24,0.08,2013,0.1196,0.4385,0.2612,0.2649,0.6212,0.356,0.4037,0.0134,0.0266,0.0808,Stable
270,University of Milan-Bicocca,44.7,26.1,21.1,76.0,39.0,36.2,33370,0.72,0.05,2013,0.1205,0.4374,0.1956,0.2053,0.7576,0.39,0.3132,0.0183,0.0821,0.0505,Stable
271,University of M�nster,44.6,35.9,20.4,63.6,38.2,43.2,39838,0.46,0.08,2013,0.1209,0.4363,0.3027,0.1982,0.6323,0.382,0.3886,0.0218,0.052,0.0808,Stable
284,Montpellier University,44.0,22.2,25.8,64.4,32.8,54.2,36731,0.18,0.14,2013,0.1267,0.4298,0.153,0.2528,0.6404,0.328,0.507,0.0201,0.0197,0.1414,Stable
287,Ruhr University Bochum,43.9,36.7,32.9,42.4,54.3,48.3,38675,0.46,0.13,2013,0.1281,0.4287,0.3115,0.3246,0.4182,0.543,0.4435,0.0212,0.052,0.1313,Stable
291,TU Dresden,43.7,29.7,15.6,63.9,36.1,48.9,35487,0.37,0.12,2013,0.1299,0.4266,0.235,0.1496,0.6354,0.361,0.4499,0.0194,0.0416,0.1212,Stable
296,University of Newcastle,43.5,21.1,29.0,49.8,72.9,70.5,23508,0.22,0.18,2013,0.1321,0.4244,0.141,0.2851,0.4929,0.729,0.6825,0.0129,0.0243,0.1818,Stable
298,University of Southern Denmark,43.4,18.6,19.6,67.3,75.5,67.3,22210,0.13,0.16,2013,0.133,0.4233,0.1137,0.1901,0.6697,0.755,0.648,0.0122,0.0139,0.1616,Stable
301,Virginia Polytechnic Institute and State University,43.3,38.5,44.4,37.2,27.9,27.8,30850,0.19,0.1,2013,0.1343,0.4222,0.3311,0.4408,0.3657,0.279,0.2228,0.0169,0.0208,0.101,Stable
302,Autonomous University of Madrid,43.2,32.0,24.0,51.9,34.7,45.7,28296,0.13,0.15,2013,0.1348,0.4211,0.2601,0.2346,0.5141,0.347,0.4155,0.0155,0.0139,0.1515,Stable
305,Claude Bernard University Lyon 1,43.1,23.6,17.1,62.6,45.8,50.0,35308,0.16,0.11,2013,0.1361,0.42,0.1683,0.1648,0.6222,0.458,0.4618,0.0194,0.0173,0.1111,Stable
312,Link�ping University,42.8,21.1,27.0,53.3,38.0,47.7,17866,0.08,0.1,2013,0.1393,0.4168,0.141,0.2649,0.5283,0.38,0.437,0.0098,0.0081,0.101,Stable
322,Sharif University of Technology,42.4,32.9,42.8,34.2,93.0,16.7,10977,0.19,0.0,2013,0.1438,0.4124,0.2699,0.4247,0.3354,0.93,0.1033,0.006,0.0208,0.0,Stable
324,Sun Yat-sen University,42.3,33.1,17.8,52.2,43.5,24.2,51351,0.17,0.08,2013,0.1446,0.4113,0.2721,0.1719,0.5172,0.435,0.1841,0.0281,0.0185,0.0808,Stable
326,University College Cork,42.2,25.3,19.5,47.4,38.8,71.5,15805,0.22,0.15,2013,0.1455,0.4102,0.1869,0.1891,0.4687,0.388,0.6932,0.0087,0.0243,0.1515,Stable
327,University of Canterbury,42.2,19.9,24.0,48.4,49.8,88.0,12187,0.17,0.2,2013,0.146,0.4102,0.1279,0.2346,0.4788,0.498,0.8708,0.0067,0.0185,0.202,Stable
330,University of Fribourg,42.0,20.8,11.0,69.4,45.3,59.5,10416,0.47,0.19,2013,0.1473,0.4081,0.1377,0.1031,0.6909,0.453,0.564,0.0057,0.0532,0.1919,Stable
334,University of Manitoba,41.9,31.6,32.4,44.4,43.5,38.6,28576,0.28,0.11,2013,0.1491,0.407,0.2557,0.3195,0.4384,0.435,0.3391,0.0157,0.0312,0.1111,Stable
337,University of Pavia,41.8,25.6,18.3,56.3,60.6,34.4,22958,0.41,0.06,2013,0.1505,0.4059,0.1902,0.1769,0.5586,0.606,0.2939,0.0126,0.0462,0.0606,Stable
338,University of Pisa,41.7,22.6,23.2,63.8,39.4,29.6,47247,0.18,0.04,2013,0.1509,0.4048,0.1574,0.2265,0.6343,0.394,0.2422,0.0259,0.0197,0.0404,Stable
340,University of South Australia,41.6,28.4,25.0,34.1,83.7,81.0,18971,0.26,0.32,2013,0.1518,0.4037,0.2208,0.2447,0.3343,0.837,0.7955,0.0104,0.0289,0.3232,Stable
347,Washington State University,41.4,29.9,30.6,47.1,55.8,33.9,24550,0.18,0.07,2013,0.1549,0.4015,0.2372,0.3013,0.4657,0.558,0.2885,0.0135,0.0197,0.0707,Stable
351,Aalborg University,41.2,21.7,24.9,41.0,39.0,67.2,17422,0.16,0.15,2013,0.1567,0.3993,0.1475,0.2437,0.404,0.39,0.6469,0.0095,0.0173,0.1515,Stable
353,Charles Darwin University,41.2,17.2,15.3,53.3,32.5,44.3,5570,0.25,0.15,2013,0.1576,0.3993,0.0984,0.1466,0.5283,0.325,0.4004,0.0031,0.0277,0.1515,Stable
355,Flinders University,41.1,22.4,24.2,38.4,39.1,59.8,15655,0.23,0.15,2013,0.1585,0.3983,0.1552,0.2366,0.3778,0.391,0.5673,0.0086,0.0254,0.1515,Stable
356,George Mason University,41.0,27.2,19.7,53.0,28.2,34.9,26622,0.17,0.07,2013,0.159,0.3972,0.2077,0.1911,0.5253,0.282,0.2992,0.0146,0.0185,0.0707,Stable
357,Heriot-Watt University,41.0,20.7,21.4,42.1,48.4,84.2,8773,0.18,0.43,2013,0.1594,0.3972,0.1366,0.2083,0.4152,0.484,0.8299,0.0048,0.0197,0.4343,Stable
359,Jagiellonian University,40.9,22.7,13.8,48.2,29.5,41.7,42835,0.12,0.05,2013,0.1603,0.3961,0.1585,0.1314,0.4768,0.295,0.3724,0.0235,0.0127,0.0505,Stable
365,Loughborough University,40.7,33.4,32.7,24.7,40.7,63.9,13951,0.16,0.22,2013,0.163,0.3939,0.2754,0.3225,0.2394,0.407,0.6114,0.0076,0.0173,0.2222,Stable
374,Temple University,40.4,37.2,18.8,43.3,44.5,20.1,33268,0.13,0.05,2013,0.167,0.3906,0.3169,0.182,0.4273,0.445,0.1399,0.0182,0.0139,0.0505,Stable
376,University of Duisburg-Essen,40.3,24.4,14.7,54.7,41.1,50.2,36051,0.47,0.11,2013,0.1679,0.3896,0.177,0.1405,0.5424,0.411,0.4639,0.0198,0.0532,0.1111,Stable
380,University of Jyv�skyl�,40.2,24.3,15.8,44.6,71.2,49.7,9703,0.15,0.05,2013,0.1697,0.3885,0.176,0.1517,0.4404,0.712,0.4586,0.0053,0.0162,0.0505,Stable
382,University of Li�ge,40.1,21.9,16.9,48.4,55.9,67.8,20951,0.26,0.23,2013,0.1706,0.3874,0.1497,0.1628,0.4788,0.559,0.6534,0.0115,0.0289,0.2323,Stable
386,University of Porto,40.0,26.2,21.1,50.2,36.2,43.2,32720,0.19,0.09,2013,0.1724,0.3863,0.1967,0.2053,0.497,0.362,0.3886,0.0179,0.0208,0.0909,Stable
388,University of Stirling,39.9,18.2,23.7,50.3,29.8,63.7,7828,0.16,0.22,2013,0.1733,0.3852,0.1093,0.2315,0.498,0.298,0.6093,0.0043,0.0173,0.2222,Stable
389,University of Strathclyde,39.9,26.3,21.6,33.0,35.8,63.0,15705,0.2,0.2,2013,0.1738,0.3852,0.1978,0.2103,0.3232,0.358,0.6017,0.0086,0.022,0.202,Stable
392,University of Tasmania,39.8,19.5,17.5,47.2,44.8,68.4,18340,0.24,0.21,2013,0.1751,0.3841,0.1235,0.1689,0.4667,0.448,0.6598,0.0101,0.0266,0.2121,Stable
396,University of Valencia,39.6,17.2,14.5,62.8,32.5,40.8,58413,0.15,0.09,2013,0.1769,0.3819,0.0984,0.1385,0.6242,0.325,0.3628,0.032,0.0162,0.0909,Stable
2,Harvard University,93.9,95.3,98.5,99.1,40.6,66.2,20152,0.09,0.25,2014,0.0004,0.9728,0.9519,0.9879,0.9909,0.406,0.6362,0.011,0.0092,0.2525,Stable
4,Stanford University,93.8,94.7,96.8,99.1,61.3,68.0,15596,0.08,0.22,2014,0.0013,0.9717,0.9454,0.9707,0.9909,0.613,0.6555,0.0085,0.0081,0.2222,Stable
5,Massachusetts Institute of Technology,93.0,92.9,89.0,100.0,94.3,82.0,11074,0.09,0.33,2014,0.0018,0.963,0.9257,0.8918,1.0,0.943,0.8062,0.0061,0.0092,0.3333,Stable
7,University of Cambridge,92.3,90.6,95.3,95.7,52.8,86.7,18812,0.12,0.34,2014,0.0027,0.9554,0.9005,0.9555,0.9566,0.528,0.8568,0.0103,0.0127,0.3434,Stable
8,University of California-Berkeley,89.8,83.2,97.5,99.3,59.5,57.3,36186,0.16,0.15,2014,0.0031,0.9282,0.8197,0.9778,0.9929,0.595,0.5404,0.0198,0.0173,0.1515,Stable
11,Yale University,87.4,89.5,90.5,93.5,38.7,57.6,11751,0.04,0.2,2014,0.0045,0.9021,0.8885,0.907,0.9343,0.387,0.5436,0.0064,0.0035,0.202,Stable
13,Columbia University,85.2,86.6,79.1,95.6,65.3,68.0,25055,0.06,0.28,2014,0.0054,0.8781,0.8568,0.7917,0.9556,0.653,0.6555,0.0137,0.0058,0.2828,Stable
15,Johns Hopkins University,83.7,75.7,85.1,95.0,100.0,59.3,15128,0.04,0.23,2014,0.0063,0.8618,0.7377,0.8524,0.9495,1.0,0.5619,0.0083,0.0035,0.2323,Stable
16,University of Pennsylvania,81.0,79.8,81.2,95.0,45.2,40.6,20376,0.07,0.2,2014,0.0067,0.8324,0.7825,0.8129,0.9495,0.452,0.3606,0.0112,0.0069,0.202,Stable
17,Duke University,79.3,73.9,73.0,96.7,100.0,50.0,15172,0.05,0.17,2014,0.0072,0.8139,0.718,0.73,0.9667,1.0,0.4618,0.0083,0.0046,0.1717,Stable
20,University of Toronto,78.3,73.6,81.5,84.5,45.8,70.0,66198,0.2,0.15,2014,0.0085,0.803,0.7148,0.816,0.8434,0.458,0.6771,0.0363,0.022,0.1515,Stable
22,Northwestern University,77.1,70.2,76.0,97.1,61.9,34.4,18334,0.14,0.15,2014,0.0094,0.79,0.6776,0.7604,0.9707,0.619,0.2939,0.01,0.015,0.1515,Stable
32,London School of Economics and Political Science,69.8,65.2,74.2,69.2,43.6,81.7,23853,0.14,0.2,2014,0.0139,0.7106,0.623,0.7422,0.6889,0.436,0.803,0.0131,0.015,0.202,Stable
34,University of Melbourne,68.2,57.1,64.2,80.2,65.1,81.3,40128,0.24,0.35,2014,0.0148,0.6931,0.5344,0.6411,0.8,0.651,0.7987,0.022,0.0266,0.3535,Stable
36,Karolinska Institute,67.8,58.1,67.7,76.0,68.7,73.2,7774,0.12,0.22,2014,0.0157,0.6888,0.5454,0.6764,0.7576,0.687,0.7115,0.0043,0.0127,0.2222,Stable
37,�cole Polytechnique F�d�rale de Lausanne,67.7,52.9,48.3,95.9,49.2,98.2,9666,0.1,0.54,2014,0.0161,0.6877,0.4885,0.4803,0.9586,0.492,0.9806,0.0053,0.0104,0.5455,Stable
39,University of Edinburgh,67.5,56.6,56.9,87.6,42.5,81.5,25774,0.14,0.36,2014,0.017,0.6855,0.529,0.5672,0.8747,0.425,0.8009,0.0141,0.015,0.3636,Stable
41,University of California-San Diego,67.4,52.0,63.0,96.7,48.4,35.6,27233,0.07,0.11,2014,0.0179,0.6844,0.4787,0.6289,0.9667,0.484,0.3068,0.0149,0.0069,0.1111,Stable
43,University of Hong Kong,65.3,61.6,69.9,61.5,56.9,80.3,19835,0.18,0.38,2014,0.0188,0.6616,0.5836,0.6987,0.6111,0.569,0.7879,0.0109,0.0197,0.3838,Stable
44,Seoul National University,65.2,76.4,79.2,47.3,86.0,29.4,26389,0.14,0.1,2014,0.0193,0.6605,0.7454,0.7927,0.4677,0.86,0.24,0.0145,0.015,0.101,Stable
50,Boston University,63.5,56.5,46.1,95.3,31.1,44.2,24789,0.09,0.17,2014,0.0219,0.642,0.5279,0.458,0.9525,0.311,0.3994,0.0136,0.0092,0.1717,Stable
52,Brown University,63.2,55.4,52.0,91.3,33.5,37.7,8653,0.1,0.19,2014,0.0228,0.6387,0.5158,0.5177,0.9121,0.335,0.3294,0.0047,0.0104,0.1919,Stable
53,Kyoto University,63.2,69.5,69.5,58.2,78.7,27.5,22809,0.06,0.07,2014,0.0233,0.6387,0.6699,0.6946,0.5778,0.787,0.2196,0.0125,0.0058,0.0707,Stable
55,LMU Munich,63.1,55.4,54.1,83.3,41.4,56.3,35691,0.15,0.13,2014,0.0242,0.6376,0.5158,0.5389,0.8313,0.414,0.5296,0.0196,0.0162,0.1313,Stable
56,Korea Advanced Institute of Science and Technology (KAIST),62.9,65.6,60.0,67.0,100.0,34.3,9027,0.1,0.09,2014,0.0246,0.6355,0.6273,0.5986,0.6667,1.0,0.2928,0.0049,0.0104,0.0909,Stable
58,University of Manchester,62.3,54.5,52.2,77.3,40.8,80.9,34938,0.15,0.34,2014,0.0255,0.6289,0.506,0.5197,0.7707,0.408,0.7944,0.0191,0.0162,0.3434,Stable
67,Leiden University,59.4,41.9,53.2,84.2,49.8,58.5,21222,0.17,0.1,2014,0.0296,0.5974,0.3683,0.5298,0.8404,0.498,0.5533,0.0116,0.0185,0.101,Stable
69,Delft University of Technology,59.1,55.8,67.3,47.2,100.0,74.2,15920,0.19,0.25,2014,0.0305,0.5941,0.5202,0.6724,0.4667,1.0,0.7223,0.0087,0.0208,0.2525,Stable
70,University of Southern California,59.0,58.7,43.2,81.2,34.6,43.4,36534,0.13,0.2,2014,0.0309,0.593,0.5519,0.4287,0.8101,0.346,0.3907,0.02,0.0139,0.202,Stable
71,�cole Polytechnique,59.0,46.3,40.5,82.3,74.0,86.1,2429,0.05,0.3,2014,0.0313,0.593,0.4164,0.4014,0.8212,0.74,0.8504,0.0013,0.0046,0.303,Stable
73,Erasmus University Rotterdam,58.1,37.8,53.3,81.2,56.0,66.6,20580,0.19,0.18,2014,0.0322,0.5832,0.3235,0.5308,0.8101,0.56,0.6405,0.0113,0.0208,0.1818,Stable
74,University of Basel,57.7,39.1,41.0,81.4,98.5,91.1,12551,0.17,0.24,2014,0.0327,0.5789,0.3377,0.4065,0.8121,0.985,0.9042,0.0069,0.0185,0.2424,Stable
75,Utrecht University,57.7,36.3,54.7,82.0,85.6,49.2,30779,0.15,0.07,2014,0.0331,0.5789,0.3071,0.545,0.8182,0.856,0.4532,0.0169,0.0162,0.0707,Stable
81,Emory University,56.1,50.4,31.6,90.8,43.2,42.4,12338,0.04,0.18,2014,0.0358,0.5615,0.4612,0.3114,0.9071,0.432,0.38,0.0068,0.0035,0.1818,Stable
83,Michigan State University,55.9,50.0,49.1,71.5,32.0,52.6,44750,0.16,0.15,2014,0.0367,0.5593,0.4568,0.4884,0.7121,0.32,0.4898,0.0245,0.0173,0.1515,Stable
85,Ghent University,55.5,41.0,48.9,74.9,94.6,49.5,32166,0.34,0.09,2014,0.0376,0.555,0.3585,0.4863,0.7465,0.946,0.4564,0.0176,0.0382,0.0909,Stable
86,Free University of Berlin,55.3,43.8,58.0,64.8,34.4,58.7,33062,0.39,0.2,2014,0.0381,0.5528,0.3891,0.5784,0.6444,0.344,0.5554,0.0181,0.0439,0.202,Stable
92,McMaster University,54.5,35.3,42.7,79.4,86.9,68.0,23823,0.19,0.15,2014,0.0408,0.5441,0.2962,0.4237,0.7919,0.869,0.6555,0.0131,0.0208,0.1515,Stable
93,University of California-Irvine,54.1,37.1,40.8,89.7,44.9,36.4,26614,0.16,0.16,2014,0.0412,0.5397,0.3158,0.4044,0.896,0.449,0.3154,0.0146,0.0173,0.1616,Stable
94,Humboldt University of Berlin,53.8,45.6,48.7,68.4,53.6,54.4,29987,0.53,0.16,2014,0.0416,0.5365,0.4087,0.4843,0.6808,0.536,0.5091,0.0164,0.0601,0.1616,Stable
98,Maastricht University,52.9,33.1,47.1,65.8,98.2,89.1,15626,0.19,0.48,2014,0.0434,0.5267,0.2721,0.4681,0.6545,0.982,0.8827,0.0086,0.0208,0.4848,Stable
100,University of Helsinki,52.6,35.5,46.5,77.8,30.7,51.3,23505,0.15,0.06,2014,0.0443,0.5234,0.2984,0.4621,0.7758,0.307,0.4758,0.0129,0.0162,0.0606,Stable
107,University of Montreal,52.3,45.7,42.9,59.3,90.9,75.6,38264,0.2,0.25,2014,0.0475,0.5201,0.4098,0.4257,0.5889,0.909,0.7374,0.021,0.022,0.2525,Stable
108,University of Maryland-College Park,52.2,39.0,37.2,84.4,32.1,42.4,31331,0.08,0.09,2014,0.0479,0.519,0.3366,0.368,0.8424,0.321,0.38,0.0172,0.0081,0.0909,Stable
110,University of Alberta,52.0,44.6,47.8,59.3,46.8,70.1,36299,0.22,0.23,2014,0.0488,0.5169,0.3978,0.4752,0.5889,0.468,0.6781,0.0199,0.0243,0.2323,Stable
111,Uppsala University,51.9,38.9,49.7,66.4,40.5,57.8,25266,0.18,0.12,2014,0.0493,0.5158,0.3355,0.4944,0.6606,0.405,0.5457,0.0138,0.0197,0.1212,Stable
112,University of Sheffield,51.8,40.6,38.1,72.4,42.7,71.6,23311,0.15,0.31,2014,0.0497,0.5147,0.3541,0.3771,0.7212,0.427,0.6943,0.0128,0.0162,0.3131,Stable
115,Queen Mary University of London,51.7,31.0,29.2,87.0,37.7,88.0,14260,0.14,0.4,2014,0.0511,0.5136,0.2492,0.2872,0.8687,0.377,0.8708,0.0078,0.015,0.404,Stable
117,KTH Royal Institute of Technology,51.6,45.0,41.6,55.6,100.0,86.2,12062,0.15,0.21,2014,0.0519,0.5125,0.4022,0.4125,0.5515,1.0,0.8515,0.0066,0.0162,0.2121,Stable
122,University of Zurich,51.2,38.0,29.8,78.1,39.2,85.5,26583,0.07,0.19,2014,0.0542,0.5082,0.3257,0.2932,0.7788,0.392,0.8439,0.0146,0.0069,0.1919,Stable
126,Dartmouth College,50.5,38.5,34.5,83.6,42.3,32.7,6178,0.07,0.16,2014,0.056,0.5005,0.3311,0.3407,0.8343,0.423,0.2756,0.0034,0.0069,0.1616,Stable
131,Radboud University Nijmegen,50.2,29.7,46.1,73.1,42.5,58.6,17713,0.13,0.1,2014,0.0582,0.4973,0.235,0.458,0.7283,0.425,0.5544,0.0097,0.0139,0.101,Stable
132,Indiana University,50.1,45.8,37.0,71.5,51.6,38.3,62468,0.14,0.13,2014,0.0587,0.4962,0.4109,0.366,0.7121,0.516,0.3358,0.0342,0.015,0.1313,Stable
135,Boston College,50.0,26.3,26.4,96.2,49.4,54.4,13216,0.17,0.19,2014,0.06,0.4951,0.1978,0.2588,0.9616,0.494,0.5091,0.0072,0.0185,0.1919,Stable
137,Lancaster University,49.7,34.8,32.6,75.4,32.2,81.2,11512,0.15,0.33,2014,0.0609,0.4918,0.2907,0.3215,0.7515,0.322,0.7976,0.0063,0.0162,0.3333,Stable
138,Aarhus University,49.6,30.7,46.4,65.8,67.5,67.2,23895,0.14,0.14,2014,0.0614,0.4908,0.2459,0.4611,0.6545,0.675,0.6469,0.0131,0.015,0.1414,Stable
140,University of Leeds,49.5,34.9,38.2,71.3,42.1,68.5,27703,0.15,0.21,2014,0.0622,0.4897,0.2918,0.3782,0.7101,0.421,0.6609,0.0152,0.0162,0.2121,Stable
147,University of Southampton,48.9,33.2,31.4,75.4,38.6,79.1,20925,0.14,0.29,2014,0.0654,0.4831,0.2732,0.3094,0.7515,0.386,0.775,0.0115,0.015,0.2929,Stable
149,University of Exeter,48.7,29.2,32.8,78.3,37.2,76.7,17755,0.19,0.28,2014,0.0663,0.481,0.2295,0.3236,0.7808,0.372,0.7492,0.0097,0.0208,0.2828,Stable
152,University of Freiburg,48.4,40.1,28.4,71.8,86.6,55.9,26467,0.31,0.16,2014,0.0676,0.4777,0.3486,0.2791,0.7152,0.866,0.5253,0.0145,0.0347,0.1616,Stable
154,Karlsruhe Institute of Technology,48.0,39.0,33.6,64.8,83.0,61.9,25294,0.25,0.16,2014,0.0685,0.4733,0.3366,0.3316,0.6444,0.83,0.5899,0.0139,0.0277,0.1616,Stable
158,University of Nottingham,47.4,38.4,36.3,62.3,39.2,70.3,30144,0.15,0.27,2014,0.0703,0.4668,0.3301,0.3589,0.6192,0.392,0.6803,0.0165,0.0162,0.2727,Stable
160,Georgetown University,47.0,51.9,25.6,62.3,71.9,43.6,15408,0.09,0.14,2014,0.0712,0.4625,0.4776,0.2508,0.6192,0.719,0.3929,0.0084,0.0092,0.1414,Stable
163,University of Leicester,46.7,32.5,32.9,66.9,33.7,81.6,14541,0.13,0.35,2014,0.0725,0.4592,0.2656,0.3246,0.6657,0.337,0.8019,0.008,0.0139,0.3535,Stable
165,Pompeu Fabra University,46.6,27.0,27.1,85.2,37.3,51.7,10901,0.18,0.13,2014,0.0734,0.4581,0.2055,0.2659,0.8505,0.373,0.4801,0.006,0.0197,0.1313,Stable
166,University of Antwerp,46.6,34.5,33.2,64.1,100.0,61.1,12346,0.3,0.16,2014,0.0739,0.4581,0.2874,0.3276,0.6374,1.0,0.5813,0.0068,0.0335,0.1616,Stable
167,University of Auckland,46.6,26.7,33.5,67.0,74.5,88.0,29787,0.19,0.28,2014,0.0743,0.4581,0.2022,0.3306,0.6667,0.745,0.8708,0.0163,0.0208,0.2828,Stable
169,University of Liverpool,46.3,31.1,31.2,70.3,37.7,75.0,18815,0.14,0.3,2014,0.0752,0.4548,0.2503,0.3074,0.7,0.377,0.7309,0.0103,0.015,0.303,Stable
171,University of Vienna,46.2,35.8,36.1,57.4,29.3,89.5,34651,0.2,0.25,2014,0.0761,0.4538,0.3016,0.3569,0.5697,0.293,0.887,0.019,0.022,0.2525,Stable
172,Universit� Catholique de Louvain,46.1,30.1,35.3,67.5,57.8,63.4,28856,0.42,0.19,2014,0.0766,0.4527,0.2393,0.3488,0.6717,0.578,0.606,0.0158,0.0474,0.1919,Stable
177,Universit� Libre de Bruxelles,45.9,22.7,30.4,77.8,49.8,77.5,23819,0.26,0.32,2014,0.0788,0.4505,0.1585,0.2993,0.7758,0.498,0.7578,0.0131,0.0289,0.3232,Stable
182,University of Bonn,45.6,35.8,20.4,80.7,49.7,54.2,32474,0.7,0.13,2014,0.0811,0.4472,0.3016,0.1982,0.8051,0.497,0.507,0.0178,0.0798,0.1313,Stable
185,University of Miami,45.3,43.2,25.8,71.5,49.6,32.9,15286,0.06,0.14,2014,0.0824,0.444,0.3825,0.2528,0.7121,0.496,0.2777,0.0084,0.0058,0.1414,Stable
187,University of Ottawa,45.3,36.5,34.8,60.6,41.6,62.4,36733,0.26,0.15,2014,0.0833,0.444,0.3093,0.3438,0.602,0.416,0.5953,0.0201,0.0289,0.1515,Stable
188,University of Aberdeen,45.2,27.9,26.8,71.3,45.1,83.6,12938,0.16,0.33,2014,0.0837,0.4429,0.2153,0.2629,0.7101,0.451,0.8235,0.0071,0.0173,0.3333,Stable
194,George Washington University,44.8,45.6,26.3,65.9,30.0,36.0,20541,0.12,0.16,2014,0.0864,0.4385,0.4087,0.2578,0.6556,0.3,0.3111,0.0113,0.0127,0.1616,Stable
195,University of Reading,44.8,36.0,34.1,58.7,34.4,70.6,12050,0.15,0.28,2014,0.0869,0.4385,0.3038,0.3367,0.5828,0.344,0.6835,0.0066,0.0162,0.2828,Stable
196,University of Dundee,44.7,22.5,21.4,84.9,46.5,65.7,11628,0.15,0.25,2014,0.0873,0.4374,0.1563,0.2083,0.8475,0.465,0.6308,0.0064,0.0162,0.2525,Stable
198,Newcastle University,44.5,29.7,28.3,68.1,36.9,76.3,20174,0.15,0.29,2014,0.0882,0.4353,0.235,0.2781,0.6778,0.369,0.7449,0.0111,0.0162,0.2929,Stable
200,Tel Aviv University,44.3,39.9,48.3,44.8,44.7,43.3,23977,0.24,0.04,2014,0.0891,0.4331,0.3464,0.4803,0.4424,0.447,0.3897,0.0131,0.0266,0.0404,Stable
202,Cardiff University,44.7,28.0,30.9,64.6,34.4,70.6,23347,0.13,0.23,2014,0.09,0.4374,0.2164,0.3043,0.6424,0.344,0.6835,0.0128,0.0139,0.2323,Stable
203,City University of Hong Kong,44.6,30.9,33.5,60.2,55.7,65.9,10015,0.07,0.28,2014,0.0905,0.4363,0.2481,0.3306,0.598,0.557,0.6329,0.0055,0.0069,0.2828,Stable
207,Korea University,44.3,46.2,42.2,41.1,70.3,35.5,24043,0.16,0.14,2014,0.0923,0.4331,0.4153,0.4186,0.4051,0.703,0.3057,0.0132,0.0173,0.1414,Stable
211,St George s-University of London,44.1,20.5,22.9,84.1,30.6,57.3,2958,0.13,0.17,2014,0.094,0.4309,0.1344,0.2235,0.8394,0.306,0.5404,0.0016,0.0139,0.1717,Stable
217,University of Bergen,43.7,30.8,28.2,66.6,34.7,62.9,11623,0.11,0.12,2014,0.0967,0.4266,0.247,0.277,0.6626,0.347,0.6006,0.0064,0.0116,0.1212,Stable
218,University of Calgary,43.7,32.8,30.2,56.8,45.4,62.9,28341,0.17,0.17,2014,0.0972,0.4266,0.2689,0.2973,0.5636,0.454,0.6006,0.0155,0.0185,0.1717,Stable
219,University of Gothenburg,43.6,23.4,35.8,64.1,38.0,47.1,26420,0.16,0.12,2014,0.0976,0.4255,0.1661,0.3539,0.6374,0.38,0.4306,0.0145,0.0173,0.1212,Stable
227,Autonomous University of Barcelona,43.1,30.6,28.0,64.2,39.1,48.3,30538,0.12,0.1,2014,0.1012,0.42,0.2448,0.275,0.6384,0.391,0.4435,0.0167,0.0127,0.101,Stable
234,Simon Fraser University,42.7,22.0,27.9,66.7,41.8,58.4,26640,0.28,0.19,2014,0.1043,0.4157,0.1508,0.274,0.6636,0.418,0.5522,0.0146,0.0312,0.1919,Stable
236,Tilburg University,42.6,32.0,45.7,39.0,55.5,57.6,7576,0.22,0.1,2014,0.1052,0.4146,0.2601,0.454,0.3838,0.555,0.5436,0.0041,0.0243,0.101,Stable
238,University of Barcelona,42.5,24.5,24.7,74.9,30.3,45.0,47491,0.12,0.1,2014,0.1061,0.4135,0.1781,0.2417,0.7465,0.303,0.408,0.026,0.0127,0.101,Stable
240,University of Erlangen-Nuremberg,42.4,32.7,16.5,71.8,47.5,49.6,36146,0.54,0.09,2014,0.107,0.4124,0.2678,0.1587,0.7152,0.475,0.4575,0.0198,0.0613,0.0909,Stable
241,University of Kiel,42.3,29.7,22.7,69.5,39.8,44.2,24444,0.24,0.08,2014,0.1075,0.4113,0.235,0.2214,0.6919,0.398,0.3994,0.0134,0.0266,0.0808,Stable
242,University of Konstanz,42.3,27.0,30.7,59.9,59.5,58.9,10930,0.59,0.12,2014,0.1079,0.4113,0.2055,0.3023,0.5949,0.595,0.5576,0.006,0.0671,0.1212,Stable
243,University of Milan-Bicocca,42.2,25.2,23.3,76.0,35.3,42.8,33370,0.72,0.05,2014,0.1084,0.4102,0.1858,0.2275,0.7576,0.353,0.3843,0.0183,0.0821,0.0505,Stable
244,University of M�nster,42.2,30.0,18.2,70.7,39.5,45.1,39838,0.46,0.08,2014,0.1088,0.4102,0.2383,0.1759,0.704,0.395,0.409,0.0218,0.052,0.0808,Stable
245,University of Otago,42.1,24.6,26.9,56.9,37.6,84.8,18600,0.2,0.21,2014,0.1093,0.4091,0.1792,0.2639,0.5646,0.376,0.8364,0.0102,0.022,0.2121,Stable
