rank,name,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,number_students,student_staff_ratio,intl_students,year,rank_n,overall_score_n,teaching_score_n,research_score_n,citations_score_n,industry_income_score_n,international_outlook_score_n,number_students_n,student_staff_ratio_n,intl_students_n,trend_category
335,University of Hertfordshire,38.0,14.1,10.2,66.9,30.3,81.1,19665,0.19,0.27,2014,0.1496,0.3645,0.0645,0.095,0.6657,0.303,0.7966,0.0108,0.0208,0.2727,Declining
336,University of Houston,38.0,37.0,23.8,42.4,36.9,31.5,40325,0.44,0.09,2014,0.15,0.3645,0.3148,0.2326,0.4182,0.369,0.2626,0.0221,0.0497,0.0909,Declining
342,University of Salento,37.7,31.0,20.4,48.2,51.2,37.4,19959,0.58,0.01,2014,0.1527,0.3613,0.2492,0.1982,0.4768,0.512,0.3262,0.0109,0.0659,0.0101,Declining
346,University of Tsukuba,37.6,36.6,20.9,48.9,35.3,32.6,15930,0.13,0.16,2014,0.1545,0.3602,0.3104,0.2032,0.4838,0.353,0.2745,0.0087,0.0139,0.1616,Declining
348,University of Waikato,37.5,18.4,18.1,56.9,46.3,82.4,10159,0.17,0.25,2014,0.1554,0.3591,0.1115,0.1749,0.5646,0.463,0.8105,0.0056,0.0185,0.2525,Declining
349,University of Warsaw,37.5,18.7,14.3,71.1,28.3,42.8,49292,0.14,0.07,2014,0.1558,0.3591,0.1148,0.1365,0.7081,0.283,0.3843,0.027,0.015,0.0707,Declining
351,Wayne State University,37.4,35.3,15.7,59.9,45.8,28.2,23065,0.11,0.07,2014,0.1567,0.358,0.2962,0.1507,0.5949,0.458,0.2271,0.0126,0.0116,0.0707,Declining
358,Hanyang University,37.1,30.4,27.7,26.9,55.3,42.9,16729,0.1,0.19,2014,0.1599,0.3547,0.2426,0.272,0.2616,0.553,0.3854,0.0092,0.0104,0.1919,Declining
363,Johannes Kepler University of Linz,36.9,20.0,15.3,51.0,41.9,57.7,19646,0.29,0.1,2014,0.1621,0.3526,0.129,0.1466,0.5051,0.419,0.5447,0.0108,0.0324,0.101,Declining
369,National Central University,36.7,22.6,22.1,46.2,83.9,34.5,10915,0.1,0.06,2014,0.1648,0.3504,0.1574,0.2154,0.4566,0.839,0.2949,0.006,0.0104,0.0606,Declining
370,National Taiwan University of Science and Technology (Taiwan Tech),36.7,25.5,40.4,33.0,47.9,21.6,7446,0.17,0.11,2014,0.1652,0.3504,0.1891,0.4004,0.3232,0.479,0.1561,0.0041,0.0185,0.1111,Declining
373,Polytechnic University of Valencia,36.6,20.9,13.1,59.0,39.8,28.2,33172,0.14,0.07,2014,0.1666,0.3493,0.1388,0.1244,0.5859,0.398,0.2271,0.0182,0.015,0.0707,Declining
375,San Diego State University,36.5,15.0,23.1,61.1,29.2,22.2,27420,0.32,0.05,2014,0.1675,0.3482,0.0743,0.2255,0.6071,0.292,0.1625,0.015,0.0358,0.0505,Declining
379,UiT The Arctic University of Norway,36.4,20.3,15.8,54.2,39.2,59.6,10398,0.12,0.1,2014,0.1693,0.3471,0.1322,0.1517,0.5374,0.392,0.5651,0.0057,0.0127,0.101,Declining
380,University of Bari Aldo Moro,36.3,26.8,21.1,48.2,34.9,34.7,51560,0.65,0.02,2014,0.1697,0.346,0.2033,0.2053,0.4768,0.349,0.2971,0.0283,0.074,0.0202,Declining
382,University of Ferrara,36.3,15.4,14.4,64.2,38.5,38.6,18882,0.3,0.07,2014,0.1706,0.346,0.0787,0.1375,0.6384,0.385,0.3391,0.0103,0.0335,0.0707,Declining
384,University of Graz,36.2,24.6,14.4,51.0,29.5,59.9,20584,0.27,0.12,2014,0.1715,0.3449,0.1792,0.1375,0.5051,0.295,0.5684,0.0113,0.0301,0.1212,Declining
385,University of Guelph,36.2,20.6,22.6,45.1,47.8,39.1,21643,0.28,0.04,2014,0.172,0.3449,0.1355,0.2204,0.4455,0.478,0.3445,0.0119,0.0312,0.0404,Declining
387,University of Maryland-Baltimore County,36.1,16.9,15.0,65.9,32.6,34.4,13908,0.18,0.07,2014,0.1729,0.3439,0.0951,0.1436,0.6556,0.326,0.2939,0.0076,0.0197,0.0707,Declining
388,University of Minho,36.1,17.2,18.6,50.3,37.4,46.9,19090,0.19,0.09,2014,0.1733,0.3439,0.0984,0.18,0.498,0.374,0.4284,0.0105,0.0208,0.0909,Declining
392,University of Portsmouth,35.9,13.7,11.8,56.3,29.1,73.3,20161,0.19,0.23,2014,0.1751,0.3417,0.0601,0.1112,0.5586,0.291,0.7126,0.011,0.0208,0.2323,Declining
399,University of Vigo,35.7,19.7,10.7,62.9,38.2,25.9,22793,0.19,0.03,2014,0.1782,0.3395,0.1257,0.1001,0.6253,0.382,0.2024,0.0125,0.0208,0.0303,Declining
1,California Institute of Technology,94.3,92.2,98.1,99.7,89.1,67.0,2243,0.07,0.27,2015,0.0,0.9771,0.918,0.9838,0.997,0.891,0.6448,0.0012,0.0069,0.2727,Declining
7,Princeton University,90.9,86.6,94.7,99.6,82.7,61.2,7929,0.08,0.27,2015,0.0027,0.9402,0.8568,0.9494,0.996,0.827,0.5823,0.0043,0.0081,0.2727,Declining
9,Imperial College London,87.5,84.6,88.3,89.4,72.7,92.7,15060,0.12,0.51,2015,0.0036,0.9032,0.835,0.8847,0.8929,0.727,0.9214,0.0083,0.0127,0.5152,Declining
12,University of California-Los Angeles,85.5,82.4,90.5,95.3,64.8,49.2,38206,0.1,0.15,2015,0.0049,0.8814,0.8109,0.907,0.9525,0.648,0.4532,0.0209,0.0104,0.1515,Declining
19,Cornell University,79.4,71.6,83.8,91.5,33.7,59.0,21424,0.1,0.19,2015,0.0081,0.815,0.6929,0.8392,0.9141,0.337,0.5587,0.0117,0.0104,0.1919,Declining
24,Carnegie Mellon University,74.3,61.6,74.9,92.0,53.0,59.3,11885,0.13,0.35,2015,0.0103,0.7595,0.5836,0.7492,0.9192,0.53,0.5619,0.0065,0.0139,0.3535,Declining
26,University of Washington,73.2,64.5,68.9,95.0,44.7,47.9,44020,0.12,0.13,2015,0.0112,0.7476,0.6153,0.6886,0.9495,0.447,0.4392,0.0241,0.0127,0.1313,Declining
27,Georgia Institute of Technology,72.8,62.5,71.2,85.8,72.3,68.9,19967,0.2,0.26,2015,0.0116,0.7432,0.5934,0.7118,0.8566,0.723,0.6652,0.0109,0.022,0.2626,Declining
28,University of Texas at Austin,72.3,64.3,72.0,91.5,58.1,33.1,49427,0.17,0.09,2015,0.0121,0.7378,0.6131,0.7199,0.9141,0.581,0.2799,0.0271,0.0185,0.0909,Declining
30,University of Illinois at Urbana-Champaign,71.9,67.7,79.0,77.8,51.7,43.9,42727,0.19,0.2,2015,0.013,0.7334,0.6503,0.7907,0.7758,0.517,0.3961,0.0234,0.0208,0.202,Declining
31,University of Wisconsin-Madison,71.9,67.7,71.3,87.7,53.3,33.6,39655,0.11,0.11,2015,0.0134,0.7334,0.6503,0.7128,0.8758,0.533,0.2853,0.0217,0.0116,0.1111,Declining
32,University of British Columbia,71.8,60.5,69.0,85.3,40.1,84.8,50152,0.18,0.25,2015,0.0139,0.7323,0.5716,0.6896,0.8515,0.401,0.8364,0.0275,0.0197,0.2525,Declining
37,University of California-Santa Barbara,70.0,49.4,61.4,99.2,87.1,64.3,22020,0.27,0.11,2015,0.0161,0.7127,0.4503,0.6127,0.9919,0.871,0.6157,0.0121,0.0301,0.1111,Declining
39,McGill University,69.6,63.3,69.9,76.0,38.6,79.0,31326,0.14,0.23,2015,0.017,0.7084,0.6022,0.6987,0.7576,0.386,0.774,0.0172,0.015,0.2323,Declining
42,Washington University in St Louis,67.8,57.6,55.2,97.1,58.0,46.5,12528,0.06,0.17,2015,0.0184,0.6888,0.5399,0.5501,0.9707,0.58,0.4241,0.0069,0.0058,0.1717,Declining
45,Australian National University,66.5,53.7,70.9,71.1,38.9,91.3,14604,0.19,0.35,2015,0.0197,0.6746,0.4973,0.7088,0.7081,0.389,0.9064,0.008,0.0208,0.3535,Declining
46,University of Minnesota,65.9,59.9,64.7,82.9,57.5,33.8,46825,0.18,0.13,2015,0.0202,0.6681,0.565,0.6461,0.8273,0.575,0.2874,0.0257,0.0197,0.1313,Declining
47,University of North Carolina at Chapel Hill,65.9,57.9,58.6,91.0,40.5,35.3,26518,0.07,0.08,2015,0.0206,0.6681,0.5432,0.5844,0.9091,0.405,0.3036,0.0145,0.0069,0.0808,Declining
56,University of California-Davis,63.7,54.4,59.7,80.4,55.4,52.9,35364,0.14,0.13,2015,0.0246,0.6442,0.5049,0.5956,0.802,0.554,0.493,0.0194,0.015,0.1313,Declining
67,University of G�ttingen,61.0,46.9,48.0,92.3,32.8,53.9,25581,0.26,0.12,2015,0.0296,0.6148,0.423,0.4772,0.9222,0.328,0.5038,0.014,0.0289,0.1212,Declining
69,Rice University,59.8,41.7,37.1,99.9,34.6,70.8,6333,0.09,0.26,2015,0.0305,0.6017,0.3661,0.367,0.999,0.346,0.6857,0.0035,0.0092,0.2626,Declining
74,University of Bristol,58.9,43.7,44.7,85.1,42.1,76.6,17906,0.14,0.25,2015,0.0327,0.5919,0.388,0.4439,0.8495,0.421,0.7481,0.0098,0.015,0.2525,Declining
83,Durham University,56.9,37.2,40.7,88.9,34.8,80.4,15489,0.16,0.24,2015,0.0367,0.5702,0.3169,0.4034,0.8879,0.348,0.789,0.0085,0.0173,0.2424,Declining
85,Middle East Technical University,56.6,45.5,36.9,92.0,55.2,38.7,25779,0.22,0.07,2015,0.0376,0.5669,0.4077,0.365,0.9192,0.552,0.3402,0.0141,0.0243,0.0707,Declining
86,University of Arizona,56.5,44.9,51.4,74.0,99.6,38.8,36429,0.13,0.08,2015,0.0381,0.5658,0.4011,0.5116,0.7374,0.996,0.3412,0.02,0.0139,0.0808,Declining
87,University of Notre Dame,56.5,43.3,38.5,90.0,54.1,51.4,11829,0.14,0.1,2015,0.0385,0.5658,0.3836,0.3812,0.899,0.541,0.4769,0.0065,0.015,0.101,Declining
88,Tufts University,56.4,43.6,33.9,92.9,58.7,51.1,10410,0.1,0.14,2015,0.039,0.5647,0.3869,0.3347,0.9283,0.587,0.4736,0.0057,0.0104,0.1414,Declining
91,University of Massachusetts,56.1,44.8,49.1,78.7,52.8,40.3,56959,0.13,0.11,2015,0.0403,0.5615,0.4,0.4884,0.7848,0.528,0.3574,0.0312,0.0139,0.1111,Declining
96,Vanderbilt University,55.2,46.0,38.2,87.7,59.4,28.3,12161,0.04,0.1,2015,0.0425,0.5517,0.4131,0.3782,0.8758,0.594,0.2282,0.0067,0.0035,0.101,Declining
97,University of Colorado Boulder,55.1,35.0,38.3,97.4,53.5,39.1,29325,0.16,0.08,2015,0.043,0.5506,0.2929,0.3792,0.9737,0.535,0.3445,0.0161,0.0173,0.0808,Declining
98,Stockholm University,54.6,30.1,45.0,90.9,32.4,53.2,31715,0.24,0.08,2015,0.0434,0.5452,0.2393,0.4469,0.9081,0.324,0.4962,0.0174,0.0266,0.0808,Declining
108,University of Geneva,53.8,34.5,37.2,78.2,65.1,96.8,15668,0.15,0.39,2015,0.0479,0.5365,0.2874,0.368,0.7798,0.651,0.9656,0.0086,0.0162,0.3939,Declining
109,University of California-Santa Cruz,53.7,30.6,31.9,100.0,33.8,54.6,17404,0.23,0.01,2015,0.0484,0.5354,0.2448,0.3145,1.0,0.338,0.5113,0.0095,0.0254,0.0101,Declining
111,University of St Andrews,53.6,35.7,35.9,81.4,39.8,90.5,8338,0.13,0.47,2015,0.0493,0.5343,0.3005,0.3549,0.8121,0.398,0.8977,0.0046,0.0139,0.4747,Declining
112,University of Sussex,53.6,31.9,30.4,92.8,31.2,83.6,12001,0.17,0.35,2015,0.0497,0.5343,0.259,0.2993,0.9273,0.312,0.8235,0.0066,0.0185,0.3535,Declining
115,University of York,53.4,32.2,33.8,90.5,32.2,75.0,23664,0.18,0.2,2015,0.0511,0.5321,0.2623,0.3337,0.904,0.322,0.7309,0.013,0.0197,0.202,Declining
116,Case Western Reserve University,53.2,46.5,37.4,82.9,52.6,34.4,9259,0.06,0.17,2015,0.0515,0.5299,0.4186,0.3701,0.8273,0.526,0.2939,0.0051,0.0058,0.1717,Declining
118,Royal Holloway-University of London,53.0,29.1,22.4,98.9,32.8,94.4,8747,0.16,0.37,2015,0.0524,0.5277,0.2284,0.2184,0.9889,0.328,0.9397,0.0048,0.0173,0.3737,Declining
119,Lund University,52.9,32.6,48.5,74.9,32.6,70.1,28251,0.12,0.15,2015,0.0528,0.5267,0.2667,0.4823,0.7465,0.326,0.6781,0.0155,0.0127,0.1515,Declining
121,Technical University of Denmark,52.7,39.9,28.2,79.6,98.6,79.7,9990,0.05,0.18,2015,0.0537,0.5245,0.3464,0.277,0.7939,0.986,0.7815,0.0055,0.0046,0.1818,Declining
122,University of Rochester,52.7,41.9,29.2,87.7,36.4,55.5,9390,0.04,0.26,2015,0.0542,0.5245,0.3683,0.2872,0.8758,0.364,0.521,0.0051,0.0035,0.2626,Declining
125,University of Cape Town,52.6,26.8,35.3,86.6,88.0,76.7,20040,0.12,0.18,2015,0.0555,0.5234,0.2033,0.3488,0.8646,0.88,0.7492,0.011,0.0127,0.1818,Declining
128,University of Florida,52.5,49.8,52.1,62.2,52.0,32.2,50095,0.19,0.09,2015,0.0569,0.5223,0.4546,0.5187,0.6182,0.52,0.2702,0.0275,0.0208,0.0909,Declining
136,University of Lausanne,51.4,29.4,39.9,76.5,50.9,85.1,11964,0.13,0.22,2015,0.0605,0.5103,0.2317,0.3953,0.7626,0.509,0.8396,0.0066,0.0139,0.2222,Declining
138,Trinity College Dublin,51.2,39.4,30.3,77.6,30.6,83.9,15521,0.18,0.25,2015,0.0614,0.5082,0.341,0.2983,0.7737,0.306,0.8267,0.0085,0.0197,0.2525,Declining
139,Boazi�i University,51.1,28.5,27.6,96.8,47.7,54.1,11506,0.25,0.07,2015,0.0618,0.5071,0.2219,0.271,0.9677,0.477,0.5059,0.0063,0.0277,0.0707,Declining
141,Colorado School of Mines,50.9,26.1,26.7,97.1,79.4,52.6,5287,0.18,0.12,2015,0.0627,0.5049,0.1956,0.2619,0.9707,0.794,0.4898,0.0029,0.0197,0.1212,Declining
142,Texas A&M University,50.9,46.2,51.9,55.1,49.6,49.1,50657,0.21,0.09,2015,0.0631,0.5049,0.4153,0.5167,0.5465,0.496,0.4521,0.0278,0.0231,0.0909,Declining
143,Tokyo Institute of Technology,50.9,53.5,52.9,48.1,69.4,37.0,9586,0.07,0.13,2015,0.0636,0.5049,0.4951,0.5268,0.4758,0.694,0.3219,0.0053,0.0069,0.1313,Declining
144,Eindhoven University of Technology,50.5,38.3,47.1,57.3,99.9,69.0,8176,0.16,0.14,2015,0.064,0.5005,0.329,0.4681,0.5687,0.999,0.6663,0.0045,0.0173,0.1414,Declining
147,Brandeis University,50.3,25.8,29.1,95.3,43.9,54.7,5495,0.13,0.22,2015,0.0654,0.4984,0.1923,0.2861,0.9525,0.439,0.5124,0.003,0.0139,0.2222,Declining
151,University of California-Riverside,50.1,29.4,27.5,91.5,39.5,61.6,20626,0.22,0.12,2015,0.0672,0.4962,0.2317,0.27,0.9141,0.395,0.5867,0.0113,0.0243,0.1212,Declining
157,Osaka University,49.1,51.3,48.0,51.1,73.6,29.1,23144,0.08,0.09,2015,0.0699,0.4853,0.471,0.4772,0.5061,0.736,0.2368,0.0127,0.0081,0.0909,Declining
161,�cole Normale Sup�rieure de Lyon,49.0,38.1,33.8,73.0,29.3,64.4,2218,0.08,0.14,2015,0.0717,0.4842,0.3268,0.3337,0.7273,0.293,0.6168,0.0012,0.0081,0.1414,Declining
162,University of Utah,48.6,38.8,36.5,75.0,58.1,27.5,25674,0.17,0.09,2015,0.0721,0.4799,0.3344,0.361,0.7475,0.581,0.2196,0.0141,0.0185,0.0909,Declining
165,Istanbul Technical University,48.1,30.2,36.9,79.7,51.1,37.3,34550,0.16,0.05,2015,0.0734,0.4744,0.2404,0.365,0.7949,0.511,0.3251,0.0189,0.0173,0.0505,Declining
168,Tohoku University,48.1,49.7,47.3,49.6,76.8,29.7,17200,0.05,0.07,2015,0.0748,0.4744,0.4536,0.4702,0.4909,0.768,0.2433,0.0094,0.0046,0.0707,Declining
174,University of Victoria,47.7,21.6,30.6,86.7,31.6,70.1,17581,0.21,0.11,2015,0.0775,0.4701,0.1464,0.3013,0.8657,0.316,0.6781,0.0096,0.0231,0.1111,Declining
176,University of Iowa,47.5,41.9,33.5,71.0,49.3,31.7,27526,0.12,0.11,2015,0.0784,0.4679,0.3683,0.3306,0.7071,0.493,0.2648,0.0151,0.0127,0.1111,Declining
181,University of Delaware,47.0,29.0,36.3,73.1,99.3,40.6,19262,0.16,0.1,2015,0.0806,0.4625,0.2273,0.3589,0.7283,0.993,0.3606,0.0106,0.0173,0.101,Declining
188,Stony Brook University,46.6,32.8,24.4,80.4,31.3,60.5,21908,0.11,0.24,2015,0.0837,0.4581,0.2689,0.2386,0.802,0.313,0.5748,0.012,0.0116,0.2424,Declining
191,University at Buffalo,46.5,40.1,39.8,57.5,39.6,57.0,25668,0.19,0.19,2015,0.0851,0.457,0.3486,0.3943,0.5707,0.396,0.5371,0.0141,0.0208,0.1919,Declining
194,Iowa State University,46.2,36.4,30.9,72.0,54.4,40.6,29991,0.17,0.11,2015,0.0864,0.4538,0.3082,0.3043,0.7172,0.544,0.3606,0.0164,0.0185,0.1111,Declining
198,University of East Anglia,45.9,25.2,22.6,83.7,29.2,76.5,14992,0.15,0.28,2015,0.0882,0.4505,0.1858,0.2204,0.8354,0.292,0.747,0.0082,0.0162,0.2828,Declining
200,Florida Institute of Technology,45.6,19.7,13.1,99.2,53.7,63.0,4408,0.14,0.26,2015,0.0891,0.4472,0.1257,0.1244,0.9919,0.537,0.6017,0.0024,0.015,0.2626,Declining
202,Bilkent University,46.5,28.0,27.7,76.0,46.4,44.6,23606,0.2,0.2,2015,0.09,0.457,0.2164,0.272,0.7576,0.464,0.4037,0.0129,0.022,0.202,Declining
204,Goethe University Frankfurt,46.3,28.1,22.4,78.8,38.8,55.6,31861,0.09,0.15,2015,0.0909,0.4548,0.2175,0.2184,0.7859,0.388,0.5221,0.0175,0.0092,0.1515,Declining
205,Hebrew University of Jerusalem,46.3,41.5,36.3,57.2,31.5,53.3,17612,0.11,0.05,2015,0.0914,0.4548,0.3639,0.3589,0.5677,0.315,0.4973,0.0097,0.0116,0.0505,Declining
209,Technion Israel Institute of Technology,46.0,36.9,37.5,52.0,36.5,60.6,13855,0.19,0.04,2015,0.0931,0.4516,0.3137,0.3711,0.5152,0.365,0.5759,0.0076,0.0208,0.0404,Declining
215,University of Innsbruck,45.7,23.9,17.1,77.0,42.0,93.4,18209,0.17,0.39,2015,0.0958,0.4483,0.1716,0.1648,0.7677,0.42,0.929,0.01,0.0185,0.3939,Declining
218,University of Strasbourg,45.5,28.6,23.4,74.0,32.0,69.5,46208,0.18,0.21,2015,0.0972,0.4461,0.223,0.2285,0.7374,0.32,0.6717,0.0253,0.0197,0.2121,Declining
220,University of Texas at Dallas,45.4,26.0,28.2,77.8,41.6,55.4,16306,0.23,0.23,2015,0.0981,0.445,0.1945,0.277,0.7758,0.416,0.5199,0.0089,0.0254,0.2323,Declining
221,University of Trieste,45.3,28.7,16.0,88.1,33.3,50.7,18135,0.26,0.09,2015,0.0985,0.444,0.224,0.1537,0.8798,0.333,0.4693,0.0099,0.0289,0.0909,Declining
222,University of Twente,45.3,32.3,45.3,49.4,89.2,67.2,6631,0.12,0.26,2015,0.099,0.444,0.2634,0.4499,0.4889,0.892,0.6469,0.0036,0.0127,0.2626,Declining
224,Wake Forest University,45.2,33.3,23.5,81.3,38.2,26.0,7326,0.05,0.05,2015,0.0999,0.4429,0.2743,0.2295,0.8111,0.382,0.2034,0.004,0.0046,0.0505,Declining
225,William & Mary,45.1,36.8,19.9,78.7,30.0,26.5,7867,0.12,0.07,2015,0.1003,0.4418,0.3126,0.1931,0.7848,0.3,0.2088,0.0043,0.0127,0.0707,Declining
228,Birkbeck-University of London,44.9,28.3,29.3,60.4,28.7,84.4,9454,0.17,0.38,2015,0.1017,0.4396,0.2197,0.2882,0.6,0.287,0.8321,0.0052,0.0185,0.3838,Declining
229,Brunel University London,44.9,22.1,21.4,75.3,31.9,88.8,12613,0.18,0.38,2015,0.1021,0.4396,0.1519,0.2083,0.7505,0.319,0.8794,0.0069,0.0197,0.3838,Declining
230,Carleton University,44.8,24.3,24.5,76.9,30.7,61.1,25036,0.3,0.18,2015,0.1026,0.4385,0.176,0.2396,0.7667,0.307,0.5813,0.0137,0.0335,0.1818,Declining
231,Dalhousie University,44.8,33.6,30.0,54.4,68.9,71.6,15064,0.14,0.18,2015,0.103,0.4385,0.2776,0.2952,0.5394,0.689,0.6943,0.0083,0.015,0.1818,Declining
234,Nagoya University,44.6,37.5,31.8,59.9,86.3,31.8,15529,0.08,0.1,2015,0.1043,0.4363,0.3202,0.3134,0.5949,0.863,0.2659,0.0085,0.0081,0.101,Declining
235,Rensselaer Polytechnic Institute,44.6,30.9,26.2,67.8,49.9,42.8,6671,0.15,0.16,2015,0.1048,0.4363,0.2481,0.2568,0.6747,0.499,0.3843,0.0037,0.0162,0.1616,Declining
239,Tokyo Metropolitan University,44.3,19.6,9.8,100.0,31.0,39.5,9303,0.1,0.04,2015,0.1066,0.4331,0.1246,0.091,1.0,0.31,0.3488,0.0051,0.0104,0.0404,Declining
240,University College Dublin,44.3,31.7,28.1,61.7,33.8,79.4,22193,0.24,0.23,2015,0.107,0.4331,0.2568,0.276,0.6131,0.338,0.7783,0.0122,0.0266,0.2323,Declining
250,York University,43.8,27.5,35.3,62.9,34.1,59.7,48007,0.39,0.09,2015,0.1115,0.4276,0.2109,0.3488,0.6253,0.341,0.5662,0.0263,0.0439,0.0909,Declining
255,National Tsing Hua University,43.5,39.4,40.3,49.1,49.4,24.8,10221,0.14,0.05,2015,0.1137,0.4244,0.341,0.3994,0.4859,0.494,0.1905,0.0056,0.015,0.0505,Declining
257,Queen s University,43.4,37.3,33.4,48.2,59.0,55.4,20488,0.22,0.1,2015,0.1146,0.4233,0.318,0.3296,0.4768,0.59,0.5199,0.0112,0.0243,0.101,Declining
259,Swedish University of Agricultural Sciences,43.3,27.9,25.2,59.9,99.8,49.6,3879,0.05,0.1,2015,0.1155,0.4222,0.2153,0.2467,0.5949,0.998,0.4575,0.0021,0.0046,0.101,Declining
260,Technical University of Darmstadt,43.3,36.9,33.7,42.0,88.9,59.6,20300,0.54,0.18,2015,0.116,0.4222,0.3137,0.3327,0.4141,0.889,0.5651,0.0111,0.0613,0.1818,Declining
269,University of Salento,42.8,32.3,25.6,64.5,38.4,40.3,19959,0.58,0.01,2015,0.12,0.4168,0.2634,0.2508,0.6414,0.384,0.3574,0.0109,0.0659,0.0101,Declining
271,University of the Andes-Colombia,42.8,17.3,12.1,89.8,36.5,54.6,15773,0.17,0.02,2015,0.1209,0.4168,0.0995,0.1143,0.897,0.365,0.5113,0.0086,0.0185,0.0202,Declining
273,University of Trento,42.7,26.8,20.3,70.3,46.0,57.3,16841,0.43,0.08,2015,0.1218,0.4157,0.2033,0.1972,0.7,0.46,0.5404,0.0092,0.0486,0.0808,Declining
274,University of Turin,42.6,29.4,20.3,72.5,40.8,39.3,67552,0.66,0.06,2015,0.1223,0.4146,0.2317,0.1972,0.7222,0.408,0.3466,0.037,0.0751,0.0606,Declining
281,National Chiao Tung University,42.3,35.0,40.7,40.4,98.2,30.7,12646,0.17,0.05,2015,0.1254,0.4113,0.2929,0.4034,0.398,0.982,0.254,0.0069,0.0185,0.0505,Declining
282,Norwegian University of Science and Technology,42.2,33.5,29.6,49.6,45.0,54.7,17381,0.14,0.09,2015,0.1258,0.4102,0.2765,0.2912,0.4909,0.45,0.5124,0.0095,0.015,0.0909,Declining
283,Panjab University,42.2,23.7,10.5,84.4,28.3,29.2,16691,0.24,0.01,2015,0.1263,0.4102,0.1694,0.0981,0.8424,0.283,0.2379,0.0091,0.0266,0.0101,Declining
289,Tokyo Medical and Dental University (TMDU),41.9,42.7,22.9,51.1,56.9,21.8,2872,0.03,0.07,2015,0.129,0.407,0.377,0.2235,0.5061,0.569,0.1582,0.0016,0.0023,0.0707,Declining
295,University of Georgia,41.7,39.7,28.9,46.6,31.1,35.3,33119,0.2,0.07,2015,0.1317,0.4048,0.3443,0.2841,0.4606,0.311,0.3036,0.0182,0.022,0.0707,Declining
297,University of Milan,41.6,25.3,22.9,66.9,40.1,37.4,58618,0.24,0.05,2015,0.1326,0.4037,0.1869,0.2235,0.6657,0.401,0.3262,0.0321,0.0266,0.0505,Declining
298,University of Nebraska-Lincoln,41.6,31.0,24.4,57.5,35.0,47.8,21789,0.16,0.09,2015,0.133,0.4037,0.2492,0.2386,0.5707,0.35,0.4381,0.0119,0.0173,0.0909,Declining
302,Victoria University of Wellington,41.4,21.6,28.5,53.8,49.7,84.2,17142,0.21,0.21,2015,0.1348,0.4015,0.1464,0.2801,0.5333,0.497,0.8299,0.0094,0.0231,0.2121,Declining
305,Bangor University,41.3,22.4,23.0,55.8,31.1,73.1,9567,0.2,0.22,2015,0.1361,0.4004,0.1552,0.2245,0.5535,0.311,0.7104,0.0052,0.022,0.2222,Declining
308,Creighton University,41.1,40.7,10.4,63.3,32.4,29.1,7086,0.08,0.02,2015,0.1375,0.3983,0.3552,0.0971,0.6293,0.324,0.2368,0.0039,0.0081,0.0202,Declining
310,Drexel University,41.1,31.8,14.3,57.5,34.6,42.2,20713,0.11,0.18,2015,0.1384,0.3983,0.2579,0.1365,0.5707,0.346,0.3778,0.0114,0.0116,0.1818,Declining
311,Hong Kong Baptist University,41.0,21.2,13.2,70.8,29.1,62.3,10441,0.11,0.25,2015,0.1388,0.3972,0.1421,0.1254,0.7051,0.291,0.5942,0.0057,0.0116,0.2525,Declining
313,Kansas State University,40.9,27.0,16.5,61.0,39.2,41.5,21379,0.15,0.1,2015,0.1397,0.3961,0.2055,0.1587,0.6061,0.392,0.3703,0.0117,0.0162,0.101,Declining
314,Ko� University,40.9,21.6,24.4,58.5,50.6,49.8,4488,0.15,0.08,2015,0.1402,0.3961,0.1464,0.2386,0.5808,0.506,0.4596,0.0025,0.0162,0.0808,Declining
319,Renmin University of China,40.7,34.9,14.7,59.6,42.8,44.4,24954,0.13,0.06,2015,0.1424,0.3939,0.2918,0.1405,0.5919,0.428,0.4015,0.0137,0.0139,0.0606,Declining
320,San Diego State University,40.7,19.7,24.8,65.6,29.2,26.9,27420,0.32,0.05,2015,0.1429,0.3939,0.1257,0.2427,0.6525,0.292,0.2131,0.015,0.0358,0.0505,Declining
325,Tulane University,40.5,40.7,20.7,53.9,47.0,29.7,11381,0.08,0.08,2015,0.1451,0.3917,0.3552,0.2012,0.5343,0.47,0.2433,0.0062,0.0081,0.0808,Declining
329,University of Connecticut,40.3,37.6,27.1,45.4,31.1,38.8,25742,0.13,0.11,2015,0.1469,0.3896,0.3213,0.2659,0.4485,0.311,0.3412,0.0141,0.0139,0.1111,Declining
330,University of Crete,40.3,19.0,16.8,67.0,36.0,47.0,14650,0.27,0.05,2015,0.1473,0.3896,0.118,0.1618,0.6667,0.36,0.4295,0.008,0.0301,0.0505,Declining
333,University of Houston,40.1,39.3,25.8,44.2,43.2,33.1,40325,0.44,0.09,2015,0.1487,0.3874,0.3399,0.2528,0.4364,0.432,0.2799,0.0221,0.0497,0.0909,Declining
335,University of Kansas,40.1,30.6,20.1,62.2,36.2,32.2,23554,0.21,0.1,2015,0.1496,0.3874,0.2448,0.1951,0.6182,0.362,0.2702,0.0129,0.0231,0.101,Declining
347,University of Tsukuba,39.6,33.4,21.6,51.1,36.9,36.1,15930,0.13,0.16,2015,0.1549,0.3819,0.2754,0.2103,0.5061,0.369,0.3122,0.0087,0.0139,0.1616,Declining
