rank,name,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,number_students,student_staff_ratio,intl_students,year,rank_n,overall_score_n,teaching_score_n,research_score_n,citations_score_n,industry_income_score_n,international_outlook_score_n,number_students_n,student_staff_ratio_n,intl_students_n,trend_category
58,University of North Carolina at Chapel Hill,70.1,60.6,63.3,96.3,42.5,39.7,30956,0.08,0.08,2021,0.0255,0.7138,0.5727,0.632,0.9626,0.425,0.3509,0.017,0.0081,0.0808,Declining
59,Australian National University,69.8,48.5,68.3,88.4,43.0,96.2,18801,0.18,0.47,2021,0.026,0.7106,0.4404,0.6825,0.8828,0.43,0.9591,0.0103,0.0197,0.4747,Declining
64,University of California-Davis,68.9,60.5,66.2,81.9,50.4,66.9,36395,0.14,0.17,2021,0.0282,0.7008,0.5716,0.6613,0.8172,0.504,0.6437,0.0199,0.015,0.1717,Declining
68,University of California-Santa Barbara,67.9,45.8,59.6,96.7,81.8,70.0,24780,0.28,0.18,2021,0.03,0.6899,0.4109,0.5945,0.9667,0.818,0.6771,0.0136,0.0312,0.1818,Declining
86,University of Minnesota,63.7,55.1,59.0,81.4,80.3,40.7,61994,0.12,0.11,2021,0.0381,0.6442,0.5126,0.5885,0.8121,0.803,0.3617,0.034,0.0127,0.1111,Declining
91,University of Bristol,63.0,40.3,48.6,95.6,39.8,88.2,22980,0.14,0.28,2021,0.0403,0.6366,0.3508,0.4833,0.9556,0.398,0.873,0.0126,0.015,0.2828,Declining
104,Lund University,61.6,39.4,54.5,85.5,79.0,77.0,27443,0.11,0.19,2021,0.0461,0.6213,0.341,0.543,0.8535,0.79,0.7524,0.015,0.0116,0.1919,Declining
113,Vanderbilt University,61.0,48.9,44.5,94.6,53.5,43.6,12139,0.03,0.15,2021,0.0502,0.6148,0.4448,0.4419,0.9455,0.535,0.3929,0.0067,0.0023,0.1515,Declining
121,Case Western Reserve University,60.0,47.3,41.0,95.0,40.7,53.5,10774,0.09,0.23,2021,0.0537,0.6039,0.4273,0.4065,0.9495,0.407,0.4995,0.0059,0.0092,0.2323,Declining
124,University of Arizona,59.8,47.6,51.7,85.6,50.3,40.4,39635,0.18,0.09,2021,0.0551,0.6017,0.4306,0.5147,0.8545,0.503,0.3584,0.0217,0.0197,0.0909,Declining
125,Rice University,59.8,48.0,38.4,89.9,42.9,77.3,6805,0.09,0.28,2021,0.0555,0.6017,0.435,0.3802,0.898,0.429,0.7557,0.0037,0.0092,0.2828,Declining
130,University of G�ttingen,59.0,47.6,48.5,82.1,36.4,61.8,30894,0.28,0.13,2021,0.0578,0.593,0.4306,0.4823,0.8192,0.364,0.5888,0.0169,0.0312,0.1313,Declining
132,University of Colorado Boulder,58.9,43.8,45.9,91.3,42.0,47.5,34481,0.16,0.11,2021,0.0587,0.5919,0.3891,0.456,0.9121,0.42,0.4349,0.0189,0.0173,0.1111,Declining
134,University of York,58.8,39.0,44.8,87.9,35.2,86.0,16880,0.15,0.25,2021,0.0596,0.5909,0.3366,0.4449,0.8778,0.352,0.8493,0.0092,0.0162,0.2525,Declining
148,University of Rochester,57.8,45.4,35.2,91.2,41.4,69.8,10017,0.05,0.34,2021,0.0658,0.58,0.4066,0.3478,0.9111,0.414,0.6749,0.0055,0.0046,0.3434,Declining
149,Durham University,57.6,44.8,49.7,71.2,37.3,92.7,17090,0.15,0.31,2021,0.0663,0.5778,0.4,0.4944,0.7091,0.373,0.9214,0.0094,0.0162,0.3131,Declining
150,University of Geneva,57.6,35.2,45.4,80.6,72.8,98.3,17271,0.16,0.38,2021,0.0667,0.5778,0.2951,0.451,0.804,0.728,0.9817,0.0095,0.0173,0.3838,Declining
152,University of Florida,57.4,54.2,60.4,61.9,56.1,40.5,46632,0.16,0.09,2021,0.0676,0.5756,0.5027,0.6026,0.6152,0.561,0.3595,0.0256,0.0173,0.0909,Declining
155,University of Cape Town,57.3,30.1,42.1,90.9,89.0,81.6,21647,0.12,0.17,2021,0.069,0.5745,0.2393,0.4176,0.9081,0.89,0.8019,0.0119,0.0127,0.1717,Declining
156,Trinity College Dublin,57.3,40.5,44.4,78.3,50.7,94.8,17154,0.21,0.32,2021,0.0694,0.5745,0.353,0.4408,0.7808,0.507,0.944,0.0094,0.0231,0.3232,Declining
157,Tufts University,57.3,46.7,33.0,95.5,38.5,50.0,11024,0.1,0.16,2021,0.0699,0.5745,0.4208,0.3256,0.9545,0.385,0.4618,0.006,0.0104,0.1616,Declining
161,University of Sussex,56.8,32.7,38.1,92.3,35.1,93.9,16260,0.16,0.37,2021,0.0717,0.5691,0.2678,0.3771,0.9222,0.351,0.9343,0.0089,0.0173,0.3737,Declining
172,University of Notre Dame,56.0,52.1,45.5,71.5,38.1,57.3,12149,0.11,0.12,2021,0.0766,0.5604,0.4798,0.452,0.7121,0.381,0.5404,0.0067,0.0116,0.1212,Declining
182,Stockholm University,55.3,31.6,49.2,82.5,35.7,71.4,27200,0.19,0.1,2021,0.0811,0.5528,0.2557,0.4894,0.8232,0.357,0.6921,0.0149,0.0208,0.101,Declining
186,Eindhoven University of Technology,54.9,46.5,49.7,57.9,99.8,82.3,9469,0.21,0.23,2021,0.0828,0.5484,0.4186,0.4944,0.5747,0.998,0.8095,0.0052,0.0231,0.2323,Declining
188,Technical University of Denmark,54.9,39.8,41.2,72.4,78.4,92.7,9412,0.07,0.25,2021,0.0837,0.5484,0.3454,0.4085,0.7212,0.784,0.9214,0.0052,0.0069,0.2525,Declining
192,University of Lausanne,54.7,33.1,44.1,76.1,71.3,92.6,12685,0.09,0.24,2021,0.0855,0.5462,0.2721,0.4378,0.7586,0.713,0.9203,0.007,0.0092,0.2424,Declining
196,Texas A&M University,54.5,47.4,51.6,64.8,44.9,56.1,62070,0.24,0.08,2021,0.0873,0.5441,0.4284,0.5137,0.6444,0.449,0.5274,0.034,0.0266,0.0808,Declining
200,University of East Anglia,54.3,27.8,31.4,97.1,34.5,87.9,15755,0.14,0.27,2021,0.0891,0.5419,0.2142,0.3094,0.9707,0.345,0.8698,0.0086,0.015,0.2727,Declining
206,Brandeis University,53.8,28.1,24.4,99.9,34.7,55.8,5346,0.13,0.27,2021,0.0918,0.5365,0.2175,0.2386,0.999,0.347,0.5242,0.0029,0.0139,0.2727,Declining
207,University of California-Santa Cruz,53.7,31.4,31.9,96.2,38.9,63.6,19457,0.24,0.12,2021,0.0923,0.5354,0.2536,0.3145,0.9616,0.389,0.6082,0.0107,0.0266,0.1212,Declining
215,Hebrew University of Jerusalem,52.9,45.6,45.0,61.3,42.6,60.5,16105,0.12,0.05,2021,0.0958,0.5267,0.4087,0.4469,0.6091,0.426,0.5748,0.0088,0.0127,0.0505,Declining
218,University of Iowa,52.6,42.3,30.2,80.6,50.6,46.1,29406,0.12,0.1,2021,0.0972,0.5234,0.3727,0.2973,0.804,0.506,0.4198,0.0161,0.0127,0.101,Declining
226,University of Massachusetts,51.8,37.3,32.0,88.3,50.7,64.1,61958,0.13,0.15,2021,0.1008,0.5147,0.318,0.3155,0.8818,0.507,0.6136,0.034,0.0139,0.1515,Declining
238,University of St Andrews,50.6,43.3,44.0,55.6,36.7,95.4,9615,0.13,0.47,2021,0.1061,0.5016,0.3836,0.4368,0.5515,0.367,0.9505,0.0053,0.0139,0.4747,Declining
241,Tohoku University,50.3,57.7,61.0,38.1,97.4,46.7,17752,0.12,0.12,2021,0.1075,0.4984,0.541,0.6087,0.3747,0.974,0.4263,0.0097,0.0127,0.1212,Declining
242,University of Twente,50.2,37.6,46.6,54.7,86.7,92.9,8207,0.14,0.35,2021,0.1079,0.4973,0.3213,0.4631,0.5424,0.867,0.9236,0.0045,0.015,0.3535,Declining
243,University of Utah,50.1,38.3,31.8,86.6,56.4,32.8,30692,0.15,0.08,2021,0.1084,0.4962,0.329,0.3134,0.8646,0.564,0.2766,0.0168,0.0162,0.0808,Declining
253,University at Buffalo,49.1,36.8,34.0,73.1,44.7,64.6,26341,0.17,0.16,2021,0.1129,0.4853,0.3126,0.3357,0.7283,0.447,0.6189,0.0144,0.0185,0.1616,Declining
254,University of California-Riverside,49.0,31.2,30.3,85.0,37.5,65.7,22498,0.18,0.14,2021,0.1133,0.4842,0.2514,0.2983,0.8485,0.375,0.6308,0.0123,0.0197,0.1414,Declining
256,Dalhousie University,48.8,27.7,29.2,78.4,42.4,87.7,15651,0.13,0.26,2021,0.1142,0.482,0.2131,0.2872,0.7818,0.424,0.8676,0.0086,0.0139,0.2626,Declining
259,�cole Normale Sup�rieure de Lyon,48.5,44.1,45.6,53.5,50.5,67.0,2362,0.09,0.13,2021,0.1155,0.4788,0.3923,0.453,0.5303,0.505,0.6448,0.0013,0.0092,0.1313,Declining
264,Goethe University Frankfurt,48.0,33.1,31.1,77.9,41.6,61.0,46481,0.19,0.16,2021,0.1178,0.4733,0.2721,0.3064,0.7768,0.416,0.5802,0.0255,0.0208,0.1616,Declining
279,Queen s University,46.5,40.0,36.9,64.8,58.8,68.9,24354,0.26,0.14,2021,0.1245,0.457,0.3475,0.365,0.6444,0.588,0.6652,0.0133,0.0289,0.1414,Declining
291,University College Dublin,45.3,29.0,37.8,73.3,44.0,93.1,23148,0.23,0.3,2021,0.1299,0.444,0.2273,0.3741,0.7303,0.44,0.9257,0.0127,0.0254,0.303,Declining
294,Wake Forest University,45.0,39.1,20.5,89.1,42.2,32.6,7804,0.04,0.1,2021,0.1312,0.4407,0.3377,0.1992,0.8899,0.422,0.2745,0.0043,0.0035,0.101,Declining
296,William & Mary,44.8,46.1,19.8,84.7,34.5,38.2,8278,0.11,0.09,2021,0.1321,0.4385,0.4142,0.1921,0.8455,0.345,0.3348,0.0045,0.0116,0.0909,Declining
305,University of Delaware,44.8,27.9,39.7,69.1,95.1,48.9,21564,0.17,0.1,2021,0.1361,0.4385,0.2153,0.3933,0.6879,0.951,0.4499,0.0118,0.0185,0.101,Declining
327,Royal Holloway-University of London,44.8,32.3,31.4,65.1,35.7,91.9,9685,0.15,0.35,2021,0.146,0.4385,0.2634,0.3094,0.6475,0.357,0.9128,0.0053,0.0162,0.3535,Declining
332,Stony Brook University,44.8,33.3,24.5,78.4,34.7,71.8,24593,0.11,0.23,2021,0.1482,0.4385,0.2743,0.2396,0.7818,0.347,0.6964,0.0135,0.0116,0.2323,Declining
336,Technical University of Darmstadt,44.8,44.3,44.6,48.1,87.4,58.2,17814,0.4,0.17,2021,0.15,0.4385,0.3945,0.4429,0.4758,0.874,0.5501,0.0098,0.0451,0.1717,Declining
339,University of Texas at Dallas,44.8,25.0,27.7,81.1,39.6,59.8,23587,0.21,0.23,2021,0.1514,0.4385,0.1836,0.272,0.8091,0.396,0.5673,0.0129,0.0231,0.2323,Declining
340,Tokyo Institute of Technology,44.8,51.8,54.2,34.7,71.8,41.1,9566,0.08,0.13,2021,0.1518,0.4385,0.4765,0.5399,0.3404,0.718,0.366,0.0052,0.0081,0.1313,Declining
341,University of Trento,44.8,28.1,31.8,74.9,39.8,58.2,13180,0.2,0.07,2021,0.1523,0.4385,0.2175,0.3134,0.7465,0.398,0.5501,0.0072,0.022,0.0707,Declining
342,Tulane University,44.8,42.9,24.1,78.2,35.8,43.2,11224,0.09,0.11,2021,0.1527,0.4385,0.3792,0.2356,0.7798,0.358,0.3886,0.0061,0.0092,0.1111,Declining
350,Birkbeck-University of London,44.8,28.7,33.2,60.8,33.5,87.7,8150,0.17,0.38,2021,0.1563,0.4385,0.224,0.3276,0.604,0.335,0.8676,0.0045,0.0185,0.3838,Declining
352,Brunel University London,44.8,28.7,26.2,67.1,36.0,96.0,11680,0.18,0.36,2021,0.1572,0.4385,0.224,0.2568,0.6677,0.36,0.9569,0.0064,0.0197,0.3636,Declining
356,University of Crete,44.8,19.1,20.7,91.1,36.6,48.1,13649,0.24,0.05,2021,0.159,0.4385,0.1191,0.2012,0.9101,0.366,0.4413,0.0075,0.0266,0.0505,Declining
357,Drexel University,44.8,35.7,22.3,73.0,43.0,50.3,20140,0.11,0.16,2021,0.1594,0.4385,0.3005,0.2174,0.7273,0.43,0.465,0.011,0.0116,0.1616,Declining
361,Hanyang University,44.8,40.1,40.8,42.3,97.6,63.3,20019,0.15,0.21,2021,0.1612,0.4385,0.3486,0.4044,0.4172,0.976,0.605,0.011,0.0162,0.2121,Declining
364,Hong Kong Baptist University,44.8,30.6,29.8,59.2,38.8,98.4,8224,0.15,0.51,2021,0.1626,0.4385,0.2448,0.2932,0.5879,0.388,0.9828,0.0045,0.0162,0.5152,Declining
367,University of Innsbruck,44.8,32.9,30.7,53.5,51.6,95.9,13492,0.23,0.42,2021,0.1639,0.4385,0.2699,0.3023,0.5303,0.516,0.9559,0.0074,0.0254,0.4242,Declining
368,University of Kansas,44.8,36.6,24.8,68.9,44.0,48.4,24467,0.1,0.09,2021,0.1644,0.4385,0.3104,0.2427,0.6859,0.44,0.4446,0.0134,0.0104,0.0909,Declining
375,University of Milan,44.8,33.1,29.0,72.8,37.5,43.1,45752,0.21,0.06,2021,0.1675,0.4385,0.2721,0.2851,0.7253,0.375,0.3875,0.0251,0.0231,0.0606,Declining
377,Nagoya University,44.8,47.7,47.8,38.5,87.7,34.9,15589,0.09,0.11,2021,0.1684,0.4385,0.4317,0.4752,0.3788,0.877,0.2992,0.0085,0.0092,0.1111,Declining
379,National Tsing Hua University,44.8,37.4,48.6,48.4,65.3,39.2,14758,0.18,0.11,2021,0.1693,0.4385,0.3191,0.4833,0.4788,0.653,0.3455,0.0081,0.0197,0.1111,Declining
384,Osaka University,44.8,52.0,50.6,34.0,64.0,38.6,22867,0.07,0.12,2021,0.1715,0.4385,0.4787,0.5035,0.3333,0.64,0.3391,0.0125,0.0069,0.1212,Declining
387,Swedish University of Agricultural Sciences,44.8,29.5,27.9,74.2,89.5,48.1,3720,0.04,0.04,2021,0.1729,0.4385,0.2328,0.274,0.7394,0.895,0.4413,0.002,0.0035,0.0404,Declining
391,UiT The Arctic University of Norway,44.8,23.0,20.8,83.0,36.0,65.4,14276,0.1,0.11,2021,0.1747,0.4385,0.1617,0.2022,0.8283,0.36,0.6276,0.0078,0.0104,0.1111,Declining
392,Ume� University,44.8,23.0,28.7,79.3,35.2,63.5,17055,0.12,0.11,2021,0.1751,0.4385,0.1617,0.2821,0.7909,0.352,0.6071,0.0093,0.0127,0.1111,Declining
395,University of Victoria,44.8,23.6,31.7,65.1,44.4,87.8,21317,0.25,0.21,2021,0.1764,0.4385,0.1683,0.3124,0.6475,0.444,0.8687,0.0117,0.0277,0.2121,Declining
396,Wayne State University,44.8,33.6,18.4,81.9,48.1,37.4,22359,0.12,0.07,2021,0.1769,0.4385,0.2776,0.178,0.8172,0.481,0.3262,0.0123,0.0127,0.0707,Declining
397,Aberystwyth University,44.8,23.8,23.8,62.0,38.6,79.0,6810,0.17,0.22,2021,0.1773,0.4385,0.1705,0.2326,0.6162,0.386,0.774,0.0037,0.0185,0.2222,Declining
402,Bangor University,44.8,22.4,24.0,65.3,34.2,82.3,9665,0.17,0.25,2021,0.1796,0.4385,0.1552,0.2346,0.6495,0.342,0.8095,0.0053,0.0185,0.2525,Declining
403,University of Bari Aldo Moro,44.8,17.1,19.5,87.3,35.8,33.1,29396,0.21,0.01,2021,0.18,0.4385,0.0973,0.1891,0.8717,0.358,0.2799,0.0161,0.0231,0.0101,Declining
416,Colorado School of Mines,44.8,30.8,26.2,68.9,46.0,41.0,5898,0.17,0.11,2021,0.1858,0.4385,0.247,0.2568,0.6859,0.46,0.3649,0.0032,0.0185,0.1111,Declining
418,University of Connecticut,44.8,34.7,28.8,59.0,36.7,53.0,27996,0.13,0.11,2021,0.1867,0.4385,0.2896,0.2831,0.5859,0.367,0.4941,0.0153,0.0139,0.1111,Declining
423,University of Eastern Finland,44.8,24.2,28.3,70.9,37.4,50.3,11742,0.19,0.06,2021,0.189,0.4385,0.1749,0.2781,0.7061,0.374,0.465,0.0064,0.0208,0.0606,Declining
430,University of Georgia,44.8,40.3,36.1,51.4,36.2,46.3,36169,0.17,0.07,2021,0.1921,0.4385,0.3508,0.3569,0.5091,0.362,0.422,0.0198,0.0185,0.0707,Declining
438,Iowa State University,44.8,30.7,32.3,58.8,49.5,57.0,31814,0.18,0.12,2021,0.1957,0.4385,0.2459,0.3185,0.5838,0.495,0.5371,0.0174,0.0197,0.1212,Declining
444,Ko� University,44.8,29.8,37.4,49.4,63.6,49.5,5440,0.16,0.06,2021,0.1984,0.4385,0.2361,0.3701,0.4889,0.636,0.4564,0.003,0.0173,0.0606,Declining
445,Kyushu University,44.8,45.3,42.3,33.8,79.0,40.7,18714,0.09,0.13,2021,0.1988,0.4385,0.4055,0.4196,0.3313,0.79,0.3617,0.0103,0.0092,0.1313,Declining
455,University of Modena and Reggio Emilia,44.8,31.5,22.1,72.1,41.6,39.9,18741,0.27,0.06,2021,0.2033,0.4385,0.2546,0.2154,0.7182,0.416,0.3531,0.0103,0.0301,0.0606,Declining
459,University of Nebraska-Lincoln,44.8,26.1,27.3,62.9,36.9,58.0,24677,0.17,0.12,2021,0.2051,0.4385,0.1956,0.2679,0.6253,0.369,0.5479,0.0135,0.0185,0.1212,Declining
461,Norwegian University of Science and Technology,44.8,27.2,28.3,64.0,37.6,63.1,36050,0.15,0.08,2021,0.206,0.4385,0.2077,0.2781,0.6364,0.376,0.6028,0.0198,0.0162,0.0808,Declining
486,Technion Israel Institute of Technology,44.8,37.1,31.1,55.6,36.1,67.1,14740,0.22,0.08,2021,0.2172,0.4385,0.3158,0.3064,0.5515,0.361,0.6459,0.0081,0.0243,0.0808,Declining
488,Tokyo Medical and Dental University (TMDU),44.8,46.1,26.6,53.4,65.9,28.2,3011,0.03,0.09,2021,0.2181,0.4385,0.4142,0.2609,0.5293,0.659,0.2271,0.0016,0.0023,0.0909,Declining
490,University of Tsukuba,44.8,43.5,39.0,35.0,47.1,44.6,16633,0.13,0.2,2021,0.219,0.4385,0.3858,0.3862,0.3434,0.471,0.4037,0.0091,0.0139,0.202,Declining
493,University of Turin,44.8,22.2,27.1,75.0,41.6,44.5,55957,0.28,0.08,2021,0.2203,0.4385,0.153,0.2659,0.7475,0.416,0.4026,0.0307,0.0312,0.0808,Declining
499,York University,44.8,27.3,37.2,50.9,44.1,76.1,49353,0.38,0.25,2021,0.223,0.4385,0.2087,0.368,0.504,0.441,0.7427,0.027,0.0428,0.2525,Declining
509,Carleton University,44.8,20.2,27.0,54.5,35.4,70.7,28350,0.3,0.21,2021,0.2275,0.4385,0.1311,0.2649,0.5404,0.354,0.6846,0.0155,0.0335,0.2121,Declining
521,University of Ferrara,44.8,20.5,21.7,70.8,38.9,45.2,17025,0.28,0.07,2021,0.2329,0.4385,0.1344,0.2113,0.7051,0.389,0.4101,0.0093,0.0312,0.0707,Declining
524,University of Guelph,44.8,29.1,29.0,46.6,48.2,59.3,22384,0.28,0.09,2021,0.2342,0.4385,0.2284,0.2851,0.4606,0.482,0.5619,0.0123,0.0312,0.0909,Declining
528,Hokkaido University,44.8,45.0,41.5,29.4,64.6,41.9,18483,0.08,0.12,2021,0.236,0.4385,0.4022,0.4115,0.2869,0.646,0.3746,0.0101,0.0081,0.1212,Declining
529,University of Houston,44.8,33.0,25.4,54.4,37.0,43.4,46052,0.26,0.09,2021,0.2365,0.4385,0.271,0.2487,0.5394,0.37,0.3907,0.0252,0.0289,0.0909,Declining
536,Keele University,44.8,21.0,24.1,61.9,34.0,72.8,9115,0.15,0.17,2021,0.2396,0.4385,0.1399,0.2356,0.6152,0.34,0.7072,0.005,0.0162,0.1717,Declining
550,Murdoch University,44.8,19.8,26.7,54.8,44.4,92.3,15009,0.31,0.42,2021,0.2459,0.4385,0.1268,0.2619,0.5434,0.444,0.9171,0.0082,0.0347,0.4242,Declining
552,National Chiao Tung University,44.8,36.8,47.1,24.1,92.9,38.8,12090,0.17,0.12,2021,0.2468,0.4385,0.3126,0.4681,0.2333,0.929,0.3412,0.0066,0.0185,0.1212,Declining
553,National Taiwan University of Science and Technology (Taiwan Tech),44.8,29.7,41.3,38.6,65.5,44.9,8528,0.19,0.17,2021,0.2472,0.4385,0.235,0.4095,0.3798,0.655,0.4069,0.0047,0.0208,0.1717,Declining
562,University of Portsmouth,44.8,18.8,16.7,70.4,33.9,88.6,20870,0.15,0.26,2021,0.2512,0.4385,0.1158,0.1608,0.701,0.339,0.8773,0.0114,0.0162,0.2626,Declining
564,Renmin University of China,44.8,42.7,22.2,51.7,44.1,41.2,27134,0.13,0.06,2021,0.2521,0.4385,0.377,0.2164,0.5121,0.441,0.3671,0.0149,0.0139,0.0606,Declining
565,Rensselaer Polytechnic Institute,44.8,29.3,25.9,56.0,55.8,56.6,7417,0.14,0.21,2021,0.2526,0.4385,0.2306,0.2538,0.5556,0.558,0.5328,0.0041,0.015,0.2121,Declining
575,University of Strasbourg,44.8,28.3,21.3,59.5,39.9,72.4,47732,0.19,0.2,2021,0.2571,0.4385,0.2197,0.2073,0.5909,0.399,0.7029,0.0262,0.0208,0.202,Declining
584,University of Trieste,44.8,28.7,22.6,59.9,38.4,48.5,16217,0.25,0.09,2021,0.2611,0.4385,0.224,0.2204,0.5949,0.384,0.4456,0.0089,0.0277,0.0909,Declining
588,Victoria University of Wellington,44.8,23.4,31.5,45.7,60.7,89.3,17775,0.19,0.22,2021,0.2629,0.4385,0.1661,0.3104,0.4515,0.607,0.8848,0.0097,0.0208,0.2222,Declining
589,University of Waikato,44.8,22.6,28.5,52.3,43.5,93.4,10257,0.19,0.29,2021,0.2633,0.4385,0.1574,0.2801,0.5182,0.435,0.929,0.0056,0.0208,0.2929,Declining
606,University of Aveiro,44.8,24.7,26.2,42.1,41.3,54.7,9931,0.17,0.13,2021,0.2709,0.4385,0.1803,0.2568,0.4152,0.413,0.5124,0.0054,0.0185,0.1313,Declining
612,Bilkent University,44.8,24.5,21.6,50.3,53.6,63.9,10093,0.14,0.09,2021,0.2736,0.4385,0.1781,0.2103,0.498,0.536,0.6114,0.0055,0.015,0.0909,Declining
614,Boazi�i University,44.8,24.4,21.8,44.7,56.1,40.7,13772,0.24,0.03,2021,0.2745,0.4385,0.177,0.2123,0.4414,0.561,0.3617,0.0075,0.0266,0.0303,Declining
636,Creighton University,44.8,41.4,12.2,38.8,34.6,25.8,8430,0.11,0.05,2021,0.2844,0.4385,0.3628,0.1153,0.3818,0.346,0.2013,0.0046,0.0116,0.0505,Declining
656,University of Graz,44.8,24.4,19.8,51.4,34.8,77.9,19845,0.22,0.15,2021,0.2933,0.4385,0.177,0.1921,0.5091,0.348,0.7621,0.0109,0.0243,0.1515,Declining
682,Johannes Kepler University of Linz,44.8,28.8,20.2,44.5,51.7,67.8,6193,0.1,0.12,2021,0.305,0.4385,0.2251,0.1962,0.4394,0.517,0.6534,0.0034,0.0104,0.1212,Declining
686,Kansas State University,44.8,24.3,19.9,45.9,42.4,45.7,21036,0.14,0.08,2021,0.3068,0.4385,0.176,0.1931,0.4535,0.424,0.4155,0.0115,0.015,0.0808,Declining
688,Keio University,44.8,32.1,25.2,38.4,43.6,33.4,34498,0.1,0.09,2021,0.3077,0.4385,0.2612,0.2467,0.3778,0.436,0.2831,0.0189,0.0104,0.0909,Declining
697,Lehigh University,44.8,27.9,20.7,52.4,38.1,63.4,6545,0.11,0.19,2021,0.3117,0.4385,0.2153,0.2012,0.5192,0.381,0.606,0.0036,0.0116,0.1919,Declining
708,University of Maryland-Baltimore County,44.8,22.2,22.9,59.4,34.6,36.4,11808,0.19,0.08,2021,0.3166,0.4385,0.153,0.2235,0.5899,0.346,0.3154,0.0065,0.0208,0.0808,Declining
710,Massey University,44.8,21.4,22.4,50.1,41.2,93.6,18664,0.17,0.32,2021,0.3175,0.4385,0.1443,0.2184,0.496,0.412,0.9311,0.0102,0.0185,0.3232,Declining
739,Panjab University,44.8,29.1,15.2,52.9,34.7,16.0,19006,0.2,0.01,2021,0.3305,0.4385,0.2284,0.1456,0.5242,0.347,0.0958,0.0104,0.022,0.0101,Declining
756,University of Salento,44.8,22.4,17.9,55.7,35.8,27.5,12462,0.21,0.01,2021,0.3381,0.4385,0.1552,0.1729,0.5525,0.358,0.2196,0.0068,0.0231,0.0101,Declining
757,San Diego State University,44.8,23.7,11.4,65.1,34.3,33.6,31109,0.3,0.08,2021,0.3386,0.4385,0.1694,0.1072,0.6475,0.343,0.2853,0.017,0.0335,0.0808,Declining
800,University of the Andes-Colombia,44.8,21.6,16.3,43.2,38.1,55.4,15280,0.13,0.02,2021,0.3578,0.4385,0.1464,0.1567,0.4263,0.381,0.5199,0.0084,0.0139,0.0202,Declining
841,Florida Institute of Technology,44.8,23.4,14.4,32.9,37.6,57.1,5477,0.14,0.33,2021,0.3762,0.4385,0.1661,0.1375,0.3222,0.376,0.5382,0.003,0.015,0.3333,Declining
847,University of Hertfordshire,44.8,17.7,12.2,45.2,34.2,81.3,17890,0.16,0.29,2021,0.3789,0.4385,0.1038,0.1153,0.4465,0.342,0.7987,0.0098,0.0173,0.2929,Declining
859,Istanbul Technical University,44.8,24.5,28.2,28.1,100.0,26.8,37861,0.23,0.04,2021,0.3842,0.4385,0.1781,0.277,0.2737,1.0,0.2121,0.0208,0.0254,0.0404,Declining
875,King Mongkut s University of Technology Thonburi,44.8,18.8,17.5,35.0,72.3,34.5,16498,0.21,0.06,2021,0.3914,0.4385,0.1158,0.1689,0.3434,0.723,0.2949,0.009,0.0231,0.0606,Declining
894,Middle East Technical University,44.8,30.0,22.4,32.6,59.7,33.0,23330,0.28,0.06,2021,0.3999,0.4385,0.2383,0.2184,0.3192,0.597,0.2788,0.0128,0.0312,0.0606,Declining
895,University of Minho,44.8,23.2,20.5,37.0,62.8,54.0,18504,0.18,0.13,2021,0.4004,0.4385,0.1639,0.1992,0.3636,0.628,0.5048,0.0101,0.0197,0.1313,Declining
899,National Central University,44.8,26.9,25.5,21.7,74.4,42.4,11233,0.1,0.11,2021,0.4021,0.4385,0.2044,0.2497,0.2091,0.744,0.38,0.0062,0.0104,0.1111,Declining
904,National Sun Yat-Sen University,44.8,24.2,32.3,27.5,59.0,40.3,8374,0.14,0.08,2021,0.4044,0.4385,0.1749,0.3185,0.2677,0.59,0.3574,0.0046,0.015,0.0808,Declining
924,Polytechnic University of Valencia,44.8,22.8,16.9,40.3,46.0,51.6,22019,0.11,0.15,2021,0.4133,0.4385,0.1596,0.1628,0.397,0.46,0.479,0.0121,0.0116,0.1515,Declining
966,Tokyo Metropolitan University,44.8,24.4,14.5,50.6,36.7,27.6,8853,0.1,0.05,2021,0.4322,0.4385,0.177,0.1385,0.501,0.367,0.2207,0.0048,0.0104,0.0505,Declining
970,University of Vigo,44.8,18.5,14.0,39.9,36.8,43.4,18103,0.16,0.05,2021,0.4339,0.4385,0.1126,0.1335,0.3929,0.368,0.3907,0.0099,0.0173,0.0505,Declining
974,University of Warsaw,44.8,26.4,25.3,33.6,34.3,43.9,41344,0.13,0.1,2021,0.4357,0.4385,0.1989,0.2477,0.3293,0.343,0.3961,0.0227,0.0139,0.101,Declining
975,Waseda University,44.8,30.8,24.2,26.0,37.6,40.3,48260,0.15,0.11,2021,0.4362,0.4385,0.247,0.2366,0.2525,0.376,0.3574,0.0265,0.0162,0.1111,Declining
999,Alexandria University,44.8,18.8,12.9,33.9,38.4,44.8,187170,0.25,0.03,2021,0.4469,0.4385,0.1158,0.1223,0.3323,0.384,0.4058,0.1026,0.0277,0.0303,Declining
2,California Institute of Technology,95.0,93.6,96.9,97.8,90.4,83.8,2233,0.06,0.34,2022,0.0004,0.9848,0.9333,0.9717,0.9778,0.904,0.8256,0.0012,0.0058,0.3434,Declining
7,Princeton University,93.6,89.5,96.0,99.0,88.8,80.7,7753,0.07,0.23,2022,0.0027,0.9695,0.8885,0.9626,0.9899,0.888,0.7922,0.0042,0.0069,0.2323,Declining
